label,channel,delta_entropy,theta_entropy,alpha_entropy,beta_entropy
0,P3-O1,0.028506126687704574,0.009891914906715819,0.007732507834623735,0.020514074297721993
0,Fp2-F8,0.014806612053550638,0.011508965372092082,0.008562291464901905,0.05165245139202497
0,F8-T4,0.0391466770401953,0.015690708244410184,0.007249201111553924,0.01955792093067823
0,T4-T6,0.003601220752112149,0.007727290648943953,0.008820455108361325,0.017882401229379917
0,T6-O2,0.013884259506742859,0.0063071436088189235,0.007171527095118366,0.014812374298660749
0,Fp1-F7,0.09192520080466103,0.04012389772225178,0.024339709575526024,0.05520606967903573
0,F7-T3,0.07000125959707752,0.012202517623423328,0.004158708945268308,0.02092956735996245
0,T3-T5,0.010061577662292922,0.005863088778147797,0.005991028254691784,0.008108452992413607
0,T5-O1,0.055706979058074986,0.021124357488716577,0.007100423794094191,0.051394252864942806
0,Fz-Cz,0.009047701661724219,0.008108942064192574,0.001643340532124084,0.004446173894758815
0,Cz-Pz,0.008956925087319146,0.004854720462035593,0.00373859701877975,0.0072661921218523575
0,Fp2-F4,0.020386664207293657,0.003505585833873782,0.0012254545601491124,0.005091456493386895
0,F4-C4,0.022633864167950213,0.004019075186065492,0.001205617831753267,0.00744595636748597
0,C4-P4,0.03175138375202116,0.008425410256318745,0.0029962085022795133,0.009732798676848137
0,P4-O2,0.013520222648707645,0.005623986887052296,0.008820578892828244,0.031017676613622043
0,Fp1-F3,0.008526931759725992,0.0035102112833002522,0.001025000695302621,0.013321184888553229
0,F3-C3,0.010961454073224497,0.004065625045801193,0.0007946204959460837,0.008274169769106547
0,C3-P3,0.006757162918104444,0.0030571294561139864,0.001445334192619703,0.007199640488684459
0,P3-O1,0.024697119407643024,0.012018020173483981,0.007865236961488702,0.01576741139114616
0,Fp2-F8,0.016016954714615398,0.02161100033545237,0.010724915133187055,0.03709364975474694
0,F8-T4,0.0225357932462763,0.0057748271672698435,0.005657924392622654,0.019836425878438386
0,T4-T6,0.02034255485918675,0.0023070997177405024,0.004445059867972041,0.008524767323296548
0,T6-O2,0.015223827316073482,0.013470285740002886,0.005450622557162862,0.012734217055349016
0,Fp1-F7,0.027139275323319022,0.034851505059884505,0.006615614592975418,0.046174342503789545
0,F7-T3,0.013507758383888551,0.024996308398063067,0.00816054139360093,0.02716013601723491
0,T3-T5,0.004222553090512169,0.0023310830473589235,0.0019252645856726491,0.01519595980472538
0,T5-O1,0.021307687738528137,0.02560051624116583,0.012696679836049059,0.033789921842438966
0,Fz-Cz,0.008503002899076592,0.0028955149890942163,0.0012575266426344597,0.005834238290954042
0,Cz-Pz,0.026104046702096678,0.006228234970494033,0.0024806623865468976,0.009740695481108081
0,Fp2-F4,0.008137970956676283,0.004192947485278569,0.003595634656999149,0.007719677900660701
0,F4-C4,0.0054291764201429326,0.005701861059260497,0.0063660966134880224,0.010080420658910516
0,C4-P4,0.026096884284633876,0.004464122813275503,0.003667854129295786,0.007473369092063621
0,P4-O2,0.017894356587288905,0.017702504169047666,0.007540716984815083,0.040699218728776916
0,Fp1-F3,0.026737120630581347,0.002275930952374099,0.004024401771312934,0.009120016908515743
0,F3-C3,0.032661494521657314,0.001625019227321076,0.0022545190931139497,0.006869275967870952
0,C3-P3,0.008801331786985887,0.006733947812686881,0.0016918327279118288,0.01082959046197917
0,P3-O1,0.02857186259344727,0.005716579913870597,0.010501893902463021,0.026055448370496226
0,Fp2-F8,0.036090009773406616,0.029653783169640274,0.018030375874046788,0.04636387684684713
0,F8-T4,0.013428506846193585,0.00786912523479052,0.005544955182069691,0.01698544377580119
0,T4-T6,0.015114072548155784,0.0015066590891552835,0.0036839273360674872,0.016356066870733266
0,T6-O2,0.020001397563484014,0.012049081560154115,0.009180585664722518,0.02042079648755356
0,Fp1-F7,0.09031329229642178,0.03914798129202033,0.010162837860064205,0.05345361895990859
0,F7-T3,0.0742038990095794,0.016332293043271554,0.006776556214115853,0.021135061455412364
0,T3-T5,0.022521232333076544,0.005096268129737173,0.001765636515545232,0.012398069974215066
0,T5-O1,0.07731012491005036,0.022533354283509346,0.0076847556515715785,0.04963569426641121
0,Fz-Cz,0.01148376341134221,0.0040820241652496925,0.008250369140256567,0.0063365264856551865
0,Cz-Pz,0.0028308098767212773,0.001688533825091838,0.004272214272799774,0.011532287787466573
0,Fp2-F4,0.03199511582830829,0.0063279617802880495,0.003837683306509197,0.0066448105196782875
0,F4-C4,0.0119112626823448,0.002617407257233494,0.0006286127927844647,0.008220480116410682
0,C4-P4,0.01606648156968208,0.0018604017907684098,0.0012603940538326334,0.007104858096670786
0,P4-O2,0.0499633679355369,0.02760448219675474,0.01084020181796157,0.03175129922162663
0,Fp1-F3,0.024067250999199773,0.010707002646184956,0.005435940328236527,0.013476501125823897
0,F3-C3,0.0032754368216228237,0.0039353111558135,0.0021068472402549915,0.005835923527001834
0,C3-P3,0.007630028294592189,0.0016917723443131973,0.0031074821500949386,0.00870236706078236
0,P3-O1,0.05057917760145496,0.0034684808885174505,0.004592445182147031,0.013073951452773014
0,Fp2-F8,0.07054804439856618,0.03138068586462328,0.006446620888579439,0.042552128311291855
0,F8-T4,0.02794258153615941,0.009686386915835904,0.007316157171882742,0.016570443480423247
0,T4-T6,0.012156062466802793,0.005285331362848436,0.0021813675624108774,0.015323399650698233
0,T6-O2,0.01831238875065509,0.00979590696592797,0.006594122852925505,0.026599220197815826
0,Fp1-F7,0.05015716852516022,0.028075477644046408,0.024824837091152505,0.07636127712786556
0,F7-T3,0.0462097421853268,0.01450922030500413,0.005517590252234263,0.017725738434567668
0,T3-T5,0.025124431712233972,0.006504945723592195,0.00669508660617878,0.012556988012606352
0,T5-O1,0.05265906465682383,0.037178903069602094,0.02176127804025861,0.02624665952849058
0,Fz-Cz,0.009900612609939994,0.0036396835918065104,0.004829349780778909,0.005801669363275955
0,Cz-Pz,0.005695043560362419,0.005070284300815804,0.00215392524134843,0.008802497896865574
0,Fp2-F4,0.02209242576125265,0.024217406304962125,0.009442513266464775,0.0430937122734938
0,F4-C4,0.03566396225130029,0.007020341923736504,0.007978884029561829,0.008397547886213629
0,C4-P4,0.021773616554425345,0.0026808588443304,0.0038268575053142084,0.012823211469000348
0,P4-O2,0.14811587251596145,0.027543381247544612,0.009733137258825594,0.025886987972868706
0,Fp1-F3,0.009258722766773217,0.009351192802760432,0.0023559470702925675,0.014714106823896128
0,F3-C3,0.02286430076896857,0.0034029903572234056,0.0031864606161067072,0.011164863440614188
0,C3-P3,0.009514324306335638,0.005950164334363435,0.006745626285403394,0.007123047989793128
0,P3-O1,0.011327707514239522,0.015162090560184877,0.006856047649705276,0.013088027502376889
0,Fp2-F8,0.11831321627714966,0.03196638683218108,0.013392394374414241,0.07944534650604346
0,F8-T4,0.026462030951261255,0.01131341705939752,0.009319597857287108,0.019153116301505586
0,T4-T6,0.008533318627951033,0.008931351537620697,0.0038963147688462303,0.009215486194069845
0,T6-O2,0.06673830100026398,0.017970990965713,0.0036771863611889813,0.02174965702608876
0,Fp1-F7,0.03624250102772665,0.033492840793169436,0.035646924971960946,0.05508120591604192
0,F7-T3,0.11495951761056108,0.0233411218289319,0.007890531323611458,0.02122202974157866
0,T3-T5,0.03200845343578037,0.018065731723553104,0.005577071443721706,0.01081486802152383
0,T5-O1,0.14540534768486885,0.05400712153522332,0.029156700809868083,0.05520226183513467
0,Fz-Cz,0.01168458422737066,0.0033808664278052987,0.0018755936234692472,0.006016751007091528
0,Cz-Pz,0.00408631563979001,0.003490811527196448,0.0033982385404690433,0.006731366764757022
0,Fp2-F4,0.033657543372790366,0.008687021837817525,0.008682393430292416,0.041105333293562626
0,F4-C4,0.008079962539197976,0.004330268585097563,0.0034854037325811253,0.008126905576158977
0,C4-P4,0.012659797257306446,0.008482937870802348,0.002602525174347347,0.009094325351320376
0,P4-O2,0.21099750752941002,0.01936511475290518,0.006622163650137642,0.05538893169507837
0,Fp1-F3,0.023294676990695595,0.010749161371362762,0.007143372264903474,0.01629352845368219
0,F3-C3,0.009487816405581917,0.005174876059244119,0.003407477717939428,0.008125459043107347
0,C3-P3,0.036702177625000006,0.006399809581669508,0.004288986898042277,0.0156160275046595
0,P3-O1,0.42035565801352687,0.030583666000511843,0.005362057409142215,0.022201505104096676
0,Fp2-F8,0.05212619548572821,0.03433750080128235,0.017552509586244262,0.07297431536651745
0,F8-T4,0.05340039400078368,0.008360005955663701,0.005627798886354481,0.024299771338937043
0,T4-T6,0.009642517939984017,0.009103007772955918,0.005248803530795884,0.015427908452538967
0,T6-O2,0.14760420758437137,0.020182322680244495,0.008068945515518539,0.04439745342334945
0,Fp1-F7,0.03237714053900862,0.04938065221036334,0.016862214754759047,0.051813417290949904
0,F7-T3,0.08235432737216651,0.020148727768497222,0.00842222596213198,0.029536459018609594
0,T3-T5,0.16287940429654096,0.012597620462684322,0.0022145555167608407,0.010061291219208351
0,T5-O1,0.44650857892271745,0.07227716889437205,0.013360676853728326,0.042163342551855644
0,Fz-Cz,0.019602315340651447,0.0048931214680445045,0.0038306963903574154,0.009720357852754914
0,Cz-Pz,0.0057618315563523715,0.003403063942387359,0.0012735585081132485,0.007487961274487795
0,Fp2-F4,0.011508032180548388,0.004207126124534282,0.0014683488396595313,0.0049553860436707085
0,F4-C4,0.005638940629626716,0.008078124486465084,0.005697008721066137,0.008885412231299041
0,C4-P4,0.0166067161477046,0.002602774892663696,0.0022682494882179014,0.01339072686333219
0,P4-O2,0.022938528939357165,0.006480834359019548,0.009260899746415445,0.04838869158413323
0,Fp1-F3,0.005400993141796484,0.0070521287742985215,0.006001057252998257,0.012636090678479085
0,F3-C3,0.02158289729961392,0.002934420172226964,0.0036417666142962817,0.009995974694314144
0,C3-P3,0.03149095940224235,0.003974366976588701,0.002773145754234986,0.008724218529607006
0,P3-O1,0.05083670454444339,0.008753696656270911,0.002642547888753087,0.010161448194417898
0,Fp2-F8,0.02786603072551016,0.01911241019148588,0.010246332435374792,0.048587062026478736
0,F8-T4,0.0287354779868152,0.007985079076295084,0.008780480389907452,0.021595648666134715
0,T4-T6,0.004223434922018945,0.0038850995129133103,0.0013905448666920802,0.020076640919828078
0,T6-O2,0.008541740742853068,0.009128700336423799,0.008561119382833902,0.027506266561337762
0,Fp1-F7,0.0526153442355836,0.041240004330660884,0.01132393074819675,0.0431088542958891
0,F7-T3,0.024646446990017546,0.008191981267142295,0.01222359369880836,0.030779666703269926
0,T3-T5,0.10244369419307223,0.007561157251887016,0.002898285109324735,0.011305174808589002
0,T5-O1,0.24608116749035772,0.028811544031277787,0.012167286138629206,0.043386782873497315
0,Fz-Cz,0.0034424630258588816,0.007244950877463192,0.002653433974305155,0.011423898681822565
0,Cz-Pz,0.0035311724314938072,0.003643241247356162,0.0034481330682830627,0.010898550925082628
0,Fp2-F4,0.008429086224832249,0.002689671686587616,0.003100475013591025,0.004311584115542471
0,F4-C4,0.009429813888875097,0.004880558589390006,0.0059865468806159575,0.010215931070323137
0,C4-P4,0.016124931362108675,0.005628008851262385,0.0018413148020022467,0.011492124625137042
0,P4-O2,0.10858728237857991,0.027853433026363034,0.014949834308934179,0.025037894829599852
0,Fp1-F3,0.02218476699983761,0.007682334500967496,0.006107386078778047,0.009227070903617157
0,F3-C3,0.004288390335084833,0.0036225605254913036,0.004550050616670122,0.005847436856771046
0,C3-P3,0.016199759339766227,0.005995563801017571,0.00401407361049047,0.00605893480975604
0,P3-O1,0.0976881326392793,0.01040592263467425,0.004003600417059156,0.01620961752703014
0,Fp2-F8,0.051104571042863,0.021262209312703784,0.011813168570134876,0.0372559860628903
0,F8-T4,0.008542452624327426,0.008545519930992606,0.005675685772306642,0.025776087183861963
0,T4-T6,0.017239661695499224,0.012779578175661617,0.002197075922002546,0.019102019494821796
0,T6-O2,0.03578567864605307,0.008113472643754945,0.008004934537486018,0.01641959525530079
0,Fp1-F7,0.0530906297107394,0.04101105903729831,0.0224410829926646,0.046028081857082306
0,F7-T3,0.03790538983120285,0.026402704601364506,0.01104965767268312,0.025277725235093376
0,T3-T5,0.013500845050436831,0.002321569184373588,0.002417433761621663,0.010609731788057542
0,T5-O1,0.07965357597135778,0.038825056378266325,0.01169206962953137,0.051661970488061974
0,Fz-Cz,0.0038173671674722885,0.0014196801703584738,0.002470239921321485,0.005183326415331827
0,Cz-Pz,0.011292566485237281,0.005089758247218621,0.008124855063546427,0.00992978349285091
0,Fp2-F4,0.03527670634235338,0.0025907036706979618,0.005306073626706132,0.006984670214814295
0,F4-C4,0.019917728698954633,0.0029909920545461554,0.0039810679429542715,0.011219737416300427
0,C4-P4,0.02806487532611365,0.009455398649964081,0.002807217734230949,0.010496607484224832
0,P4-O2,0.0361746706058528,0.015774221590197222,0.006140054677484436,0.02314923911463728
0,Fp1-F3,0.03277562593252517,0.009351192692886366,0.003200383573495632,0.02158701407758714
0,F3-C3,0.024094132050503148,0.0034857931612735722,0.0035358417974303996,0.011548438601428023
0,C3-P3,0.006025392981597285,0.0024247242107907786,0.003155607162854637,0.016287361718988636
0,P3-O1,0.02567008206764133,0.013667262637432204,0.004605493746300697,0.01947390460875304
0,Fp2-F8,0.038061741224308096,0.013539598818488471,0.00950338735565956,0.027746740351897097
0,F8-T4,0.035585384468324016,0.014208677002643626,0.004250917037064867,0.018909410229871765
0,T4-T6,0.01432984338250331,0.006190832150865461,0.0015801643348325612,0.011961686384462348
0,T6-O2,0.010874527687664714,0.009144974214121698,0.007571179656929416,0.014513889999866893
0,Fp1-F7,0.08351811346249277,0.03717843649693282,0.01685164952942355,0.05655620320215689
0,F7-T3,0.05780386632441157,0.015398318907428746,0.006555030413139653,0.017561406827444823
0,T3-T5,0.0325321604975994,0.00838517024860945,0.003959587165572827,0.010076495650728287
0,T5-O1,0.04719120674993508,0.020669937478976184,0.010446962725790347,0.04202459067350215
0,Fz-Cz,0.016609954214770555,0.004383484352362675,0.0013225155300176723,0.00489524008005692
0,Cz-Pz,0.016505564681292145,0.010902020527482095,0.004370050124300906,0.008273203088119883
0,Fp2-F4,-0.0,-0.0,-0.0,-0.0
0,F4-C4,-0.0,-0.0,-0.0,-0.0
0,C4-P4,-0.0,-0.0,-0.0,-0.0
0,P4-O2,-0.0,-0.0,-0.0,-0.0
0,Fp1-F3,-0.0,-0.0,-0.0,-0.0
0,F3-C3,-0.0,-0.0,-0.0,-0.0
0,C3-P3,-0.0,-0.0,-0.0,-0.0
0,P3-O1,-0.0,-0.0,-0.0,-0.0
0,Fp2-F8,-0.0,-0.0,-0.0,-0.0
0,F8-T4,-0.0,-0.0,-0.0,-0.0
0,T4-T6,-0.0,-0.0,-0.0,-0.0
0,T6-O2,-0.0,-0.0,-0.0,-0.0
0,Fp1-F7,-0.0,-0.0,-0.0,-0.0
0,F7-T3,-0.0,-0.0,-0.0,-0.0
0,T3-T5,-0.0,-0.0,-0.0,-0.0
0,T5-O1,-0.0,-0.0,-0.0,-0.0
0,Fz-Cz,-0.0,-0.0,-0.0,-0.0
0,Cz-Pz,-0.0,-0.0,-0.0,-0.0
0,Fp2-F4,0.003410156730749884,0.002894846512935194,0.0024477661141671476,0.005532575515180115
0,F4-C4,0.002132073593573489,0.005671064911131133,0.0020315174985294764,0.008501635177544885
0,C4-P4,0.004876832117730497,0.0023134941828767287,0.0038135843574598127,0.0076483982237439034
0,P4-O2,0.04949321742639051,0.009296093508032153,0.011262849900737804,0.027023738649145788
0,Fp1-F3,0.034962637699358104,0.0071654717188496695,0.006671704438269442,0.031498454793929
0,F3-C3,0.02220377741195323,0.004023164465871842,0.002198759321488955,0.008113738852852955
0,C3-P3,0.008397984038609009,0.004248707564579447,0.0015022900671312536,0.008507345828696968
0,P3-O1,0.012965541475346929,0.007986757141376175,0.005001623988398494,0.017337162932522854
0,Fp2-F8,0.018945531850712287,0.021976772652127136,0.016460890114875306,0.05013112782405515
0,F8-T4,0.034463101653773295,0.011585054902463133,0.005347427567614513,0.02433349588891174
0,T4-T6,0.013804635177295228,0.005787168852447799,0.004034491204755091,0.01563543694869029
0,T6-O2,0.02263859093758317,0.012283048292434255,0.005456518222757222,0.03878529193410878
0,Fp1-F7,0.06498603970059443,0.028813609558915643,0.016599153465652515,0.06065634753598715
0,F7-T3,0.018135540028359723,0.01862863433871441,0.010243863869959846,0.030711115007636024
0,T3-T5,0.012614266259429104,0.0012782868737740674,0.0034500711307447205,0.021207898014154406
0,T5-O1,0.020541000895888492,0.036476780340799535,0.018217455288645164,0.039331372944702736
0,Fz-Cz,0.014112643196939046,0.006223577080130961,0.00039604836208919134,0.007833509271216628
0,Cz-Pz,0.0022571059968659784,0.007211002111881498,0.0011659899073312727,0.007064711496011701
0,Fp2-F4,0.018255000407917905,0.011931346287818556,0.0041971953986197135,0.005082069265747896
0,F4-C4,0.008027599570709134,0.004061842903726701,0.000838167639953299,0.007020551372553112
0,C4-P4,0.027423694431147703,0.004812430419810497,0.003384920451002575,0.00859706661490889
0,P4-O2,0.0191524523728872,0.009775657508472967,0.004081765563271516,0.04084109985734502
0,Fp1-F3,0.024854818162395535,0.011947616663262304,0.009870199526278971,0.03316332237670587
0,F3-C3,0.025167073828681524,0.006165061255200581,0.0016403541939978626,0.00587613691912925
0,C3-P3,0.0075043667055397344,0.0017528734809292238,0.0019646046007901407,0.007899945738104503
0,P3-O1,0.023286414124382038,0.003774520756983302,0.005822918682423209,0.011813285779367282
0,Fp2-F8,0.039302726914996,0.011372570478794801,0.011747748334444485,0.03913575254894803
0,F8-T4,0.003053940954515488,0.00961144092013465,0.008727184231967326,0.017740912839279494
0,T4-T6,0.015710764546726385,0.011135803565484345,0.006869188214956957,0.015897692134128442
0,T6-O2,0.009644807197846167,0.008490413157743782,0.015825164505786228,0.02704602695474095
0,Fp1-F7,0.0904739219632966,0.04648621025731027,0.027289660113361237,0.08824953506261424
0,F7-T3,0.053317588496412174,0.009351580306541705,0.010208342030701013,0.020603063686168526
0,T3-T5,0.039287738083451054,0.0024933834465538703,0.004939270111474876,0.006119229049551844
0,T5-O1,0.0896358798822265,0.021410929370105903,0.01420833108701212,0.047286739354477685
0,Fz-Cz,0.010903877204502206,0.0006891848918325173,0.0007591124284920367,0.0046302297469118965
0,Cz-Pz,0.007832167049026192,0.0038011894058406145,0.0034807550064501727,0.008378884899612388
0,Fp2-F4,0.00921104785059676,0.0014190475901819468,0.0011271345154938404,0.006578762231303331
0,F4-C4,0.003939205132722108,0.0020802847408219857,0.0033736627459728646,0.008701689020182608
0,C4-P4,0.0036703544872797107,0.005658010796862048,0.0016698150650248079,0.011189646655037442
0,P4-O2,0.029984389198009272,0.013927974261353613,0.0036639508465117153,0.0327654986709424
0,Fp1-F3,0.014374377281881668,0.0021640799922334718,0.004696990847830337,0.030415261013503853
0,F3-C3,0.003480014205132256,0.002426965304618702,0.002933201928959548,0.008838205123570348
0,C3-P3,0.003814007807023749,0.0015935427877515056,0.0009192627209082697,0.007980110946897812
0,P3-O1,0.017799720730923483,0.006109742601116419,0.010298383331935045,0.016077366393702736
0,Fp2-F8,0.045145447471030595,0.028041724189002713,0.00988557630793027,0.03422817654685871
0,F8-T4,0.015090120134332186,0.005986682828785814,0.00911669079943328,0.022469013976689017
0,T4-T6,0.028805201505643634,0.010129325436613415,0.002139049960006961,0.022573376143129896
0,T6-O2,0.024953946638279163,0.009738797043239036,0.005231440883084009,0.027479835809266183
0,Fp1-F7,0.08296071543331197,0.025207322531334037,0.011798316188645781,0.062601883709024
0,F7-T3,0.029356897779878557,0.017044486216022572,0.008282816578154505,0.027089852014954646
0,T3-T5,0.027789575882941026,0.003678103778811012,0.005160844378696569,0.008528019560348949
0,T5-O1,0.0838440320371357,0.046028518654141794,0.015284871049559973,0.03560602662224572
0,Fz-Cz,0.015304022414188916,0.0053386065358276575,0.0025501729093154657,0.006972181834618441
0,Cz-Pz,0.011337397361565922,0.005036977941478193,0.005391251311999411,0.012069038948087425
0,Fp2-F4,0.0016386135583855244,0.0006487391091297271,0.0030786777867713644,0.004688853879139818
0,F4-C4,0.01998547092151193,0.005417743076874546,0.0019287415338703458,0.005152267386442574
0,C4-P4,0.018236364931073192,0.0065432258401526494,0.0006044144466359662,0.0087093106750669
0,P4-O2,0.01163377458228434,0.006959058171888897,0.00217761643430615,0.011933822909584347
0,Fp1-F3,0.08212160039031283,0.012696605705525131,0.019124218362783545,0.011459269869054899
0,F3-C3,0.013251254192836636,0.00589601404163676,0.0031426663505480287,0.005892189878740909
0,C3-P3,0.006674082656220606,0.0062564125431068445,0.001593623748674201,0.00512907415941258
0,P3-O1,0.08786644339540187,0.020468293695641147,0.007520758329204202,0.019536405902002764
0,Fp2-F8,0.15750588883697753,0.03195451265341768,0.009483775096322904,0.02127313132700976
0,F8-T4,0.062000435168581315,0.005417740246128178,0.003884008825060053,0.007510443701871608
0,T4-T6,0.0048090310307981575,0.00575793609922907,0.0009592084723486817,0.014017847708592846
0,T6-O2,0.008203491254105175,0.005548719331503135,0.00077799299661975,0.015223139393865005
0,Fp1-F7,0.33087212185081694,0.07136143712270061,0.050018937061502025,0.03950704959897183
0,F7-T3,0.06169019564171135,0.013955017587370876,0.005867730576512284,0.014382492344839834
0,T3-T5,0.08389875636899471,0.016336311826596797,0.01082091846639389,0.010606233498063632
0,T5-O1,0.1220507500015781,0.042000406853525456,0.015165119885866572,0.03085895713527538
0,Fz-Cz,0.002822443159797369,0.0015688135791530973,0.0013457832755442395,0.0034840051476237766
0,Cz-Pz,0.03138323323255786,0.004359184372535748,0.0013141191869312596,0.006161505642088557
0,Fp2-F4,-0.0,-0.0,-0.0,-0.0
0,F4-C4,-0.0,-0.0,-0.0,-0.0
0,C4-P4,-0.0,-0.0,-0.0,-0.0
0,P4-O2,-0.0,-0.0,-0.0,-0.0
0,Fp1-F3,-0.0,-0.0,-0.0,-0.0
0,F3-C3,-0.0,-0.0,-0.0,-0.0
0,C3-P3,-0.0,-0.0,-0.0,-0.0
0,P3-O1,-0.0,-0.0,-0.0,-0.0
0,Fp2-F8,-0.0,-0.0,-0.0,-0.0
0,F8-T4,-0.0,-0.0,-0.0,-0.0
0,T4-T6,-0.0,-0.0,-0.0,-0.0
0,T6-O2,-0.0,-0.0,-0.0,-0.0
0,Fp1-F7,-0.0,-0.0,-0.0,-0.0
0,F7-T3,-0.0,-0.0,-0.0,-0.0
0,T3-T5,-0.0,-0.0,-0.0,-0.0
0,T5-O1,-0.0,-0.0,-0.0,-0.0
0,Fz-Cz,-0.0,-0.0,-0.0,-0.0
0,Cz-Pz,-0.0,-0.0,-0.0,-0.0
0,Fp2-F4,0.008018441074802206,0.0012952786277809932,0.0014602040388507862,0.006747047727977402
0,F4-C4,0.013586250218260706,0.007421421603207313,0.002895010444189209,0.013541629089652646
0,C4-P4,0.016974348952259348,0.0060814271455243265,0.0027037214446048678,0.01589202122166394
0,P4-O2,0.029314974767425,0.019362365859112055,0.015615244039049566,0.03309599480663564
0,Fp1-F3,0.008986130693943741,0.006378884481801403,0.00941733501857684,0.017079522849107825
0,F3-C3,0.0045443324903054055,0.003595300069631352,0.004756867296631062,0.011312294972417898
0,C3-P3,0.0030034236861474503,0.004238714832874161,0.0021419068464837536,0.008377999836912207
0,P3-O1,0.07819617832387367,0.022264453538330987,0.006246097483027868,0.019140472806544292
0,Fp2-F8,0.07358280331049295,0.025850707135663915,0.011810106476639881,0.0527828717796156
0,F8-T4,0.01117373585106953,0.010093736408930317,0.008492461173047866,0.026066202800507476
0,T4-T6,0.005481531184614509,0.0036311753478176236,0.004968150765052103,0.023606578376738213
0,T6-O2,0.046924319050180935,0.01767998079042076,0.010727377644391444,0.02353564629033989
0,Fp1-F7,0.06432591828009356,0.02167590896336867,0.03169163322316968,0.06550511771940495
0,F7-T3,0.04730411185840503,0.024782315023457513,0.0037771853076323607,0.019487649497507618
0,T3-T5,0.012421729040115735,0.00238039624767686,0.0018750713288771047,0.008918161213239134
0,T5-O1,0.0502082992733707,0.027825971613900907,0.0035847626635897595,0.04116509784618405
0,Fz-Cz,0.004584109782074315,0.00198902885697445,0.003283670649268896,0.005550780921341193
0,Cz-Pz,0.01299246977984125,0.005609742705863949,0.0024480167086883787,0.008823963340386444
0,Fp2-F4,0.004846022732833447,0.0039456293910028134,0.003498968898057839,0.008823113324597107
0,F4-C4,0.005610034509846506,0.005258066014912558,0.003861475247392777,0.0098677262238659
0,C4-P4,0.036654491497187025,0.011842496739858667,0.0038902420387525354,0.010957008810139657
0,P4-O2,0.07111071367892066,0.01323639899148169,0.009567729054544507,0.02408901719095307
0,Fp1-F3,0.02003952949322567,0.010019072427358638,0.0015842123302080946,0.014170416223132259
0,F3-C3,0.02034264038983088,0.009403407216905647,0.0024150502363621774,0.005956852671417418
0,C3-P3,0.02269865039984834,0.017835736248537636,0.008362159104452855,0.01044134974452902
0,P3-O1,0.011662446340256014,0.015166363163653239,0.002985949462056968,0.009308109160370656
0,Fp2-F8,0.017003127145492826,0.011083875516458503,0.006609972992045526,0.043439879380398116
0,F8-T4,0.010873457076948426,0.00941520172943938,0.007784175875547101,0.01604999195348212
0,T4-T6,0.023515578144759332,0.009497988599812086,0.0028654218858410727,0.013444448332623269
0,T6-O2,0.007864357891587076,0.0039862786530367135,0.005289885788669768,0.016454591920010284
0,Fp1-F7,0.04836375723210499,0.02713992270953102,0.013860647541112023,0.04673815710829598
0,F7-T3,0.024258632718096612,0.013896497212638293,0.00872650300492236,0.017027269021620068
0,T3-T5,0.043304187840211186,0.004737808122857226,0.00248903495011366,0.007959923650999953
0,T5-O1,0.05097774271232989,0.039543749371945366,0.013766186336801352,0.03812977340663089
0,Fz-Cz,0.05033131708043033,0.005390770826880028,0.003956472178997201,0.004699428850040037
0,Cz-Pz,0.003893973030373086,0.009620701732933109,0.002721707072099197,0.008059434284939241
0,Fp2-F4,0.0017779710857234274,0.0027875727012965,0.0009600205089841809,0.003263352391265755
0,F4-C4,0.01247213955903467,0.004323254228419578,0.000765058139157481,0.009765778670044616
0,C4-P4,0.07626305267219213,0.01651687858118835,0.0035928691558085907,0.008216150381823425
0,P4-O2,0.10240399861248302,0.014587243424738744,0.007379668877291087,0.029208230706627487
0,Fp1-F3,0.018725561752536864,0.017683196986876426,0.003704944567884663,0.014671225893384685
0,F3-C3,0.022027138988525402,0.00785736537008052,0.0027765330482767735,0.008404062341137532
0,C3-P3,0.027737138815248207,0.006140949740753907,0.0017888121337794353,0.011124989756238601
0,P3-O1,0.051387048642227554,0.0057466679705481735,0.005545645547619032,0.011903738499029929
0,Fp2-F8,0.041501156310656685,0.0202105379344426,0.010786559358453901,0.045575445533635725
0,F8-T4,0.08640069422334487,0.0025813218643440674,0.011697739022805496,0.018233779303119042
0,T4-T6,0.003927091850022271,0.00437148429327128,0.0023762570897470723,0.009828439455078088
0,T6-O2,0.05119113885870181,0.010203158468140188,0.008466594047405856,0.02082326078845157
0,Fp1-F7,0.15502924560035,0.020587088545070287,0.01793865513264427,0.06721733439065955
0,F7-T3,0.07989856051041015,0.0220065830708992,0.01517188883593257,0.031639703103024754
0,T3-T5,0.027529609643249974,0.007164354539886251,0.003472588356574758,0.015929412344923267
0,T5-O1,0.11179328124543036,0.030035649529432898,0.015718972941337436,0.03679496872929861
0,Fz-Cz,0.013574764295130591,0.006958394165258478,0.002552452338231973,0.010537154154757433
0,Cz-Pz,0.006312206524306152,0.0033085468804393316,0.0030783387934921725,0.007535037590013789
0,Fp2-F4,0.007380979915834196,0.004336327265259357,0.0015918369022090676,0.006532258333406595
0,F4-C4,0.007206311928946071,0.003083606178774227,0.004015987714988866,0.00820408894163955
0,C4-P4,0.027474754310441846,0.0039008978617816885,0.0017729658255788228,0.010745436971190061
0,P4-O2,0.04708053544272726,0.012417527489029502,0.0049943382645578635,0.0297937300347169
0,Fp1-F3,0.022514213308935188,0.010050547640947895,0.005373786206558506,0.014844873896895375
